age,age_cat,score_text,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,sex_Male,c_charge_degree_M
21,Less than 25,Medium,2,-1.0,6,0,0,2013-11-06 07:01:58,2013-11-08 09:11:46,False,True,False,False,False,True,False
22,Less than 25,Medium,3,-1.0,7,0,0,2013-09-30 09:47:34,2013-10-01 02:07:40,False,False,False,False,False,True,False
53,Greater than 45,Low,0,0.0,1,1,1,2013-01-24 03:10:35,2013-01-25 12:12:01,False,False,False,False,False,True,True
54,Greater than 45,High,11,-1.0,8,0,0,2013-03-27 05:20:57,2013-03-28 07:45:04,False,False,False,False,False,True,False
42,25 - 45,Low,1,-3.0,1,0,0,2014-03-28 10:46:35,2014-03-29 09:04:01,False,False,True,False,False,True,True
20,Less than 25,Low,0,-1.0,4,1,0,2013-11-14 06:08:57,2013-11-15 08:54:29,False,False,False,False,False,True,False
33,25 - 45,Medium,0,-1.0,7,0,0,2013-02-18 06:09:43,2013-02-19 01:30:31,False,False,False,False,False,True,True
26,25 - 45,Low,0,-1.0,2,0,0,2013-05-27 07:12:07,2013-05-28 01:57:43,False,False,True,False,False,True,False
53,Greater than 45,Medium,13,-1.0,7,0,0,2013-04-03 04:57:52,2013-07-03 10:10:58,False,False,False,False,False,True,False
35,25 - 45,Low,0,-1.0,1,0,0,2014-03-02 08:33:08,2014-03-03 09:10:46,False,True,False,False,False,True,True
55,Greater than 45,Low,1,-1.0,1,0,0,2013-11-20 08:04:03,2013-11-21 08:17:32,False,True,False,False,False,True,True
23,Less than 25,High,0,-1.0,10,0,0,2014-01-09 02:16:17,2014-01-10 08:41:42,False,False,False,False,True,False,True
29,25 - 45,Medium,2,-1.0,6,0,0,2013-05-05 10:38:59,2013-06-12 05:40:10,False,False,False,False,False,True,False
59,Greater than 45,Low,8,-1.0,4,1,0,2013-04-10 05:27:44,2013-04-15 09:13:23,False,False,False,False,False,True,False
48,Greater than 45,High,25,-1.0,10,1,1,2014-03-18 03:28:44,2014-03-24 11:54:07,False,False,False,False,False,True,False
34,25 - 45,Low,0,-1.0,1,1,1,2014-02-28 07:07:16,2014-03-01 09:05:07,False,False,False,False,False,False,True
54,Greater than 45,Low,6,0.0,1,0,0,2013-03-15 01:04:54,2013-03-16 01:02:43,False,True,False,False,False,True,False
48,Greater than 45,Low,0,-1.0,1,0,0,2013-04-10 12:13:15,2013-04-11 01:05:57,False,True,False,False,False,False,True
53,Greater than 45,Low,0,-1.0,1,0,0,2013-01-12 11:41:12,2013-01-13 12:56:59,False,True,False,False,False,True,True
19,Less than 25,High,0,-1.0,8,1,1,2014-07-06 03:06:43,2014-07-07 07:43:34,False,False,False,False,False,False,True
48,Greater than 45,Low,2,-1.0,2,0,0,2013-09-25 12:51:27,2013-09-26 08:42:11,False,True,False,False,False,True,True
32,25 - 45,Medium,6,-1.0,7,1,1,2013-10-11 05:38:14,2013-10-15 07:11:17,False,False,False,False,False,True,False
22,Less than 25,Low,0,-1.0,4,0,0,2013-05-21 04:56:17,2013-05-22 07:40:50,False,False,False,False,False,True,False
37,25 - 45,Low,0,-1.0,1,1,0,2013-02-16 07:22:50,2013-02-18 02:10:02,False,False,False,False,False,True,True
29,25 - 45,Low,4,-26.0,4,0,0,2013-10-19 05:44:44,2013-10-20 05:26:25,False,False,False,False,False,True,True
48,Greater than 45,Medium,12,-24.0,6,0,0,2013-03-16 12:22:49,2013-03-16 01:38:12,False,False,False,False,False,True,True
39,25 - 45,Low,0,-1.0,1,0,0,2013-01-27 10:35:20,2013-01-28 06:46:53,False,False,False,False,False,True,True
57,Greater than 45,Low,0,-1.0,4,0,0,2013-05-17 03:48:40,2013-05-18 08:14:16,False,True,False,False,False,False,True
44,25 - 45,Low,0,-1.0,1,0,0,2013-10-20 01:02:00,2013-10-21 07:40:50,False,False,True,False,False,True,True
56,Greater than 45,Medium,4,-1.0,7,0,0,2013-02-14 07:01:45,2013-03-03 04:41:34,False,False,False,False,False,True,False
44,25 - 45,Low,0,-1.0,3,0,0,2014-03-17 11:17:35,2014-03-20 03:27:00,False,False,False,False,False,True,False
43,25 - 45,Low,0,0.0,2,0,0,2014-03-11 04:14:22,2014-03-11 08:42:40,False,True,False,False,False,False,True
30,25 - 45,Low,0,-1.0,1,0,0,2013-01-24 01:38:57,2013-01-25 07:33:52,False,False,False,False,True,True,False
35,25 - 45,Low,2,0.0,1,0,0,2014-02-06 12:45:53,2014-02-06 09:34:19,False,False,False,False,False,True,False
28,25 - 45,Low,0,-1.0,1,0,0,2014-02-01 07:34:55,2014-02-02 07:48:16,False,False,False,False,False,True,False
53,Greater than 45,Low,1,-10.0,1,0,0,2013-06-07 03:20:17,2013-06-08 05:43:33,False,True,False,False,False,True,True
36,25 - 45,Low,6,-25.0,4,0,0,2013-03-25 01:15:03,2013-03-25 08:01:36,False,True,False,False,False,True,False
56,Greater than 45,Low,6,-1.0,1,0,0,2013-05-07 09:00:57,2013-05-08 06:44:34,False,True,False,False,False,True,False
28,25 - 45,Low,2,0.0,3,1,1,2013-10-04 01:55:36,2013-10-05 07:07:26,False,True,False,False,False,True,True
21,Less than 25,Medium,3,-1.0,7,1,1,2013-05-15 08:46:36,2013-05-16 08:50:20,False,True,False,False,False,False,True
28,25 - 45,Low,0,-1.0,1,0,0,2013-12-09 07:48:15,2013-12-11 04:09:56,False,True,False,False,False,True,True
52,Greater than 45,Low,0,-1.0,1,0,0,2013-01-15 03:54:42,2013-01-16 04:51:43,False,True,False,False,False,True,False
28,25 - 45,Low,2,-1.0,3,1,1,2013-03-03 10:29:13,2013-03-05 09:58:12,False,False,True,False,False,True,False
44,25 - 45,Low,0,-1.0,1,0,0,2013-02-22 01:00:39,2013-02-23 08:11:29,False,False,False,False,False,False,True
32,25 - 45,Medium,0,-1.0,5,0,0,2013-03-07 11:30:49,2013-03-08 02:03:41,False,False,False,False,False,True,True
48,Greater than 45,Low,1,-8.0,1,0,0,2013-02-17 12:27:13,2013-02-23 08:12:19,False,False,True,False,False,True,True
26,25 - 45,Medium,1,-1.0,6,0,0,2013-09-07 04:24:40,2013-09-08 06:08:45,False,True,False,False,False,False,True
33,25 - 45,Medium,7,-6.0,6,0,0,2013-11-02 07:20:05,2013-11-03 01:50:08,False,True,False,False,False,False,True
23,Less than 25,Medium,0,0.0,7,0,0,2013-02-10 12:53:04,2013-02-11 07:30:44,False,False,False,False,False,True,False
52,Greater than 45,Low,7,-1.0,2,0,0,2013-04-19 11:43:36,2013-04-20 08:15:31,False,True,False,False,False,True,True
42,25 - 45,Low,7,-1.0,1,0,0,2013-12-22 09:32:59,2013-12-23 01:56:25,False,False,False,False,False,True,False
39,25 - 45,Medium,6,0.0,5,0,0,2013-01-19 02:54:51,2013-01-20 01:40:51,False,False,False,False,False,False,False
49,Greater than 45,Low,0,0.0,1,0,0,2013-03-23 12:39:51,2013-03-23 07:51:22,False,True,False,False,False,False,False
24,Less than 25,High,0,-3.0,8,0,0,2013-02-01 09:51:10,2013-02-02 01:42:28,False,False,True,False,False,True,True
45,Greater than 45,Low,0,-1.0,1,0,0,2013-01-01 11:17:23,2013-01-02 07:35:39,False,False,False,False,False,True,True
23,Less than 25,High,3,-1.0,8,1,1,2013-01-26 07:15:26,2013-02-21 09:21:04,False,True,False,False,False,True,True
27,25 - 45,Medium,8,-1.0,5,1,1,2014-07-19 11:52:29,2014-08-14 05:28:51,False,False,False,False,False,True,False
43,25 - 45,Low,1,-1.0,2,1,1,2013-02-10 09:37:38,2013-04-16 07:46:56,False,True,False,False,False,True,False
29,25 - 45,Low,0,-1.0,1,0,0,2013-12-17 09:14:03,2013-12-18 01:06:10,False,False,False,False,False,True,False
21,Less than 25,High,1,-1.0,8,0,0,2014-03-21 01:15:52,2014-03-23 04:21:27,False,False,False,False,False,True,False
23,Less than 25,High,0,0.0,9,0,0,2013-04-07 03:08:55,2013-04-08 08:21:53,False,True,False,False,False,True,False
21,Less than 25,Low,0,-1.0,4,0,0,2013-12-06 11:23:29,2013-12-07 01:44:43,False,False,False,False,False,True,False
45,Greater than 45,Low,6,-1.0,1,1,1,2013-01-12 05:43:00,2013-09-11 04:51:56,False,False,True,False,False,True,False
24,Less than 25,Low,0,-1.0,2,0,0,2013-12-11 11:10:23,2013-12-12 08:41:07,False,False,False,False,False,True,False
29,25 - 45,Medium,5,-1.0,6,0,0,2013-05-17 02:34:56,2014-01-30 06:26:52,False,False,False,False,True,True,False
34,25 - 45,Low,0,-1.0,3,1,0,2013-05-21 11:08:14,2013-05-22 07:36:48,False,True,False,False,False,True,False
39,25 - 45,High,13,-1.0,8,1,1,2013-09-24 05:14:32,2013-09-26 04:15:46,False,False,False,False,False,True,False
26,25 - 45,Medium,4,0.0,6,0,0,2013-03-06 12:02:54,2013-03-06 09:47:10,False,False,True,False,False,True,False
30,25 - 45,High,7,-1.0,9,0,0,2013-11-05 01:13:15,2013-11-06 08:26:17,False,False,True,False,False,True,False
55,Greater than 45,Low,1,-1.0,1,1,1,2013-11-07 06:14:28,2013-11-08 09:33:29,False,True,False,False,False,True,False
30,25 - 45,Low,0,0.0,1,0,0,2014-02-06 04:06:20,2014-02-06 08:57:25,False,True,False,False,False,True,True
41,25 - 45,Low,0,-1.0,1,0,0,2013-11-02 04:53:44,2013-11-03 12:58:20,False,True,False,False,False,True,False
23,Less than 25,Low,0,-1.0,3,0,0,2013-01-09 05:06:14,2013-01-11 03:18:41,False,False,False,False,False,True,False
45,Greater than 45,Low,1,0.0,1,0,0,2014-01-01 03:58:45,2014-01-02 12:15:31,False,True,False,False,False,True,True
58,Greater than 45,Low,1,-1.0,1,0,0,2013-05-18 08:22:32,2013-07-18 08:18:26,False,False,False,False,False,True,False
26,25 - 45,Low,1,-1.0,4,0,0,2013-09-29 03:52:04,2013-09-30 03:51:12,False,True,False,False,False,True,True
33,25 - 45,Medium,7,0.0,7,1,1,2013-01-03 12:47:06,2013-03-23 05:13:54,False,False,False,False,False,True,False
51,Greater than 45,Low,0,0.0,1,0,0,2013-12-01 12:17:36,2013-12-01 12:33:39,False,True,False,False,False,True,True
39,25 - 45,Low,5,-21.0,3,0,0,2013-07-29 05:42:49,2013-08-17 01:21:33,False,True,False,False,False,True,False
45,Greater than 45,Low,0,0.0,1,0,0,2013-10-19 05:10:30,2013-10-20 08:38:16,False,True,False,False,False,False,True
67,Greater than 45,Low,0,-1.0,1,0,0,2013-01-27 07:23:13,2013-01-29 05:24:01,False,False,False,False,False,False,False
47,Greater than 45,Low,2,-25.0,1,0,0,2013-07-14 06:16:40,2013-07-15 09:09:22,False,True,False,False,False,True,True
38,25 - 45,Low,4,0.0,3,0,0,2014-02-06 12:36:29,2014-02-06 09:10:10,False,False,False,False,False,True,False
28,25 - 45,Low,0,-1.0,3,0,0,2013-10-20 09:56:04,2013-10-21 09:59:59,False,False,False,False,False,False,True
40,25 - 45,Low,0,-2.0,2,0,0,2014-01-04 01:41:51,2014-01-05 08:41:28,False,False,True,False,False,True,True
22,Less than 25,Medium,1,-1.0,5,0,0,2014-02-27 05:17:46,2014-02-28 01:22:35,False,False,False,False,False,True,False
49,Greater than 45,Medium,12,-24.0,5,0,0,2013-02-08 10:08:21,2013-03-02 01:59:17,False,True,False,False,False,True,True
51,Greater than 45,Medium,3,0.0,7,0,0,2014-01-22 12:07:26,2014-01-22 08:34:55,False,False,False,False,False,True,False
52,Greater than 45,Low,2,-1.0,1,0,0,2013-05-08 02:05:44,2013-05-09 09:08:14,False,True,False,False,False,True,True
28,25 - 45,Low,1,-1.0,2,0,0,2014-02-26 10:21:54,2014-02-27 08:12:01,False,False,False,False,False,True,False
24,Less than 25,Low,0,-3.0,3,0,0,2013-07-15 11:39:27,2013-07-16 01:15:42,False,False,False,False,False,True,False
30,25 - 45,Low,2,0.0,1,1,1,2014-12-19 04:46:47,2014-12-20 08:52:23,False,True,False,False,False,False,True
53,Greater than 45,Low,1,-1.0,1,0,0,2013-12-21 05:26:48,2013-12-22 01:41:48,False,True,False,False,False,False,True
33,25 - 45,Low,0,0.0,1,0,0,2014-03-03 03:25:46,2014-03-03 08:38:42,False,False,False,False,False,True,True
56,Greater than 45,High,9,0.0,8,0,0,2014-01-07 12:09:17,2014-01-08 04:07:24,False,False,False,False,False,True,True
23,Less than 25,Medium,1,0.0,6,1,1,2013-04-05 06:11:22,2013-04-06 05:17:31,False,False,False,False,False,True,False
22,Less than 25,Low,0,-2.0,4,0,0,2013-06-01 10:56:01,2013-06-02 02:04:54,False,False,True,False,False,False,True
22,Less than 25,Medium,4,-12.0,6,0,0,2014-01-10 05:28:07,2014-01-11 01:47:04,False,False,False,False,False,True,True
63,Greater than 45,Low,2,-3.0,1,0,0,2013-12-09 08:43:05,2013-12-12 10:30:31,False,True,False,False,False,True,False
22,Less than 25,Medium,0,-1.0,5,0,0,2013-01-04 05:04:08,2013-01-06 05:48:14,False,True,False,False,False,False,True
51,Greater than 45,Low,0,-1.0,1,0,0,2013-01-17 06:26:46,2013-01-18 08:47:55,False,False,False,False,False,True,True
23,Less than 25,Medium,1,0.0,5,0,0,2013-04-24 02:27:23,2013-04-24 08:08:08,False,False,False,False,False,True,False
28,25 - 45,Low,2,-1.0,4,0,0,2013-02-07 04:53:39,2013-02-20 07:44:08,False,True,False,False,False,True,True
39,25 - 45,Low,1,-1.0,2,1,1,2013-09-22 10:25:30,2013-09-23 01:52:27,False,False,False,False,True,True,False
57,Greater than 45,Low,1,-1.0,2,0,0,2013-05-12 10:44:04,2013-05-13 01:07:10,False,False,True,False,False,False,True
44,25 - 45,Low,4,-1.0,2,0,0,2013-07-31 07:09:10,2013-08-02 04:53:29,False,True,False,False,False,True,False
20,Less than 25,High,0,-1.0,10,1,1,2013-09-13 10:01:25,2013-09-14 06:55:45,False,True,False,False,False,True,True
54,Greater than 45,Low,0,0.0,1,0,0,2014-02-02 12:09:29,2014-02-02 07:50:16,False,False,False,False,True,True,False
54,Greater than 45,Low,0,0.0,1,0,0,2013-04-07 03:17:08,2013-04-09 07:14:08,False,False,True,False,False,True,False
47,Greater than 45,Low,0,-1.0,1,0,0,2014-02-16 06:32:47,2014-02-17 01:03:05,False,False,False,False,True,True,True
26,25 - 45,Low,0,-1.0,2,0,0,2014-03-04 04:15:31,2014-03-05 01:44:19,False,True,False,False,False,True,True
22,Less than 25,Low,1,-1.0,3,0,0,2013-12-30 10:48:07,2013-12-31 09:49:50,False,True,False,False,False,False,False
52,Greater than 45,High,7,-1.0,9,1,1,2013-04-23 04:49:37,2013-08-19 02:59:15,False,False,False,False,False,True,False
58,Greater than 45,Low,2,-1.0,3,0,0,2013-02-22 07:47:53,2013-02-24 02:27:52,False,True,False,False,False,True,False
25,25 - 45,Low,4,0.0,4,0,0,2013-11-03 02:47:28,2013-11-04 07:59:32,False,False,True,False,False,True,False
28,25 - 45,Low,0,0.0,3,0,0,2014-03-14 03:35:23,2014-03-27 08:45:42,False,True,False,False,False,True,True
40,25 - 45,Medium,15,-1.0,7,1,1,2014-01-06 11:02:48,2014-03-13 06:17:07,False,False,False,False,False,False,False
25,25 - 45,Low,0,0.0,2,1,1,2014-09-08 03:42:10,2014-09-11 03:44:41,False,True,False,False,False,True,False
51,Greater than 45,Low,1,-12.0,1,0,0,2013-10-09 10:39:23,2013-10-16 05:04:21,False,False,True,False,False,True,False
32,25 - 45,High,22,0.0,9,1,1,2013-10-20 01:59:29,2013-10-20 08:13:18,False,False,False,False,False,True,False
21,Less than 25,High,0,-1.0,8,1,1,2013-04-09 07:15:24,2013-04-10 08:13:56,False,True,False,False,False,True,False
33,25 - 45,Medium,8,0.0,5,0,0,2014-01-03 06:25:02,2014-01-06 01:29:56,False,False,False,False,False,True,False
24,Less than 25,Medium,0,-1.0,6,0,0,2013-05-19 07:00:07,2013-06-12 01:57:48,False,True,False,False,False,False,True
21,Less than 25,High,0,-2.0,9,1,1,2013-07-27 11:47:49,2013-07-28 05:43:39,False,True,False,False,False,True,False
40,25 - 45,Low,6,-1.0,4,0,0,2013-05-01 09:47:42,2013-05-02 04:48:43,False,True,False,False,False,True,False
56,Greater than 45,Low,1,-1.0,1,0,0,2014-03-22 11:04:24,2014-03-26 09:44:27,False,True,False,False,False,True,True
50,Greater than 45,Low,3,-1.0,2,0,0,2013-11-22 07:53:52,2013-12-04 05:08:47,False,True,False,False,False,True,False
47,Greater than 45,Medium,14,-1.0,6,0,0,2013-08-14 05:27:06,2013-09-14 05:54:00,False,False,False,False,False,True,True
35,25 - 45,High,13,-1.0,10,0,0,2013-02-20 04:28:30,2013-02-21 02:00:22,False,False,False,False,False,True,False
21,Less than 25,Low,0,-1.0,3,0,0,2013-12-30 11:33:39,2013-12-31 07:58:02,False,True,False,False,False,True,True
22,Less than 25,Low,0,-1.0,3,0,0,2013-03-29 06:04:18,2013-03-30 04:10:47,False,False,False,False,False,True,False
51,Greater than 45,Low,2,0.0,1,0,0,2014-03-17 06:13:55,2014-03-17 08:07:49,False,False,True,False,False,False,True
31,25 - 45,Medium,19,-1.0,7,1,1,2013-09-23 07:54:43,2013-09-24 07:47:19,False,False,True,False,False,True,False
44,25 - 45,Low,0,-1.0,1,0,0,2013-10-19 10:50:50,2013-10-20 02:20:06,False,False,False,False,False,True,False
39,25 - 45,Low,0,-3.0,3,0,0,2013-02-01 03:49:12,2013-02-02 01:43:29,False,False,False,False,False,True,True
51,Greater than 45,Low,0,-1.0,4,1,1,2014-05-22 04:51:07,2014-05-23 08:08:14,False,False,False,False,False,True,False
48,Greater than 45,Low,0,0.0,1,0,0,2013-01-02 02:49:09,2013-01-02 07:16:44,False,False,False,False,False,False,True
52,Greater than 45,Low,2,-1.0,1,0,0,2013-03-04 10:07:00,2013-03-07 11:56:36,False,False,True,False,False,True,True
22,Less than 25,Low,0,-1.0,2,0,0,2014-02-10 10:29:08,2014-02-11 01:22:50,False,False,True,False,False,False,True
38,25 - 45,Low,0,0.0,1,0,0,2013-08-29 05:44:52,2013-08-30 03:36:06,False,False,False,False,False,False,True
28,25 - 45,Medium,3,-16.0,5,0,0,2013-10-22 07:20:56,2013-11-07 12:54:50,False,False,False,False,False,False,False
30,25 - 45,High,8,-1.0,9,1,1,2013-01-22 06:49:44,2013-01-23 01:35:06,False,False,False,False,False,True,True
51,Greater than 45,Low,1,-18.0,1,0,0,2013-01-27 07:54:35,2013-02-13 09:34:33,False,False,True,False,False,True,False
32,25 - 45,Low,0,-6.0,2,0,0,2013-12-28 04:21:31,2014-01-03 05:33:42,False,False,True,False,False,True,True
20,Less than 25,High,8,-1.0,10,1,1,2013-11-03 07:03:06,2013-11-04 08:10:42,False,False,False,False,True,True,False
20,Less than 25,High,0,-1.0,10,1,1,2014-03-26 09:51:33,2014-04-07 08:56:16,False,False,False,False,False,True,True
27,25 - 45,High,1,-1.0,9,0,0,2014-01-01 04:41:12,2014-01-02 08:10:32,False,True,False,False,False,True,False
20,Less than 25,Medium,0,-1.0,5,1,1,2013-10-02 05:50:22,2013-10-03 08:15:24,False,False,False,False,True,True,False
41,25 - 45,Medium,3,-1.0,5,0,0,2013-08-20 06:27:59,2013-08-21 09:19:32,False,True,False,False,False,False,False
24,Less than 25,Low,0,-1.0,2,0,0,2014-01-13 09:13:09,2014-01-15 08:37:12,False,False,False,False,True,True,False
30,25 - 45,Low,1,-1.0,2,0,0,2014-01-22 11:51:48,2014-01-24 08:52:16,False,False,False,False,False,True,True
25,25 - 45,High,2,-1.0,9,0,0,2013-01-07 07:36:11,2013-10-08 11:00:00,False,False,False,False,False,True,False
22,Less than 25,Medium,3,-1.0,7,0,0,2013-02-13 05:57:01,2013-05-30 09:53:38,False,False,False,False,False,True,False
35,25 - 45,High,13,-1.0,8,1,1,2014-05-18 04:05:09,2014-05-19 01:47:37,False,False,False,False,False,True,False
46,Greater than 45,Low,4,-1.0,4,0,0,2014-01-06 07:12:43,2014-01-07 01:36:40,False,False,False,False,False,False,False
31,25 - 45,Medium,0,-1.0,5,0,0,2014-02-20 09:46:47,2014-03-31 09:04:43,False,True,False,False,False,True,True
40,25 - 45,Low,1,-1.0,2,0,0,2013-02-11 10:39:48,2013-02-13 10:03:55,False,True,False,False,False,True,False
67,Greater than 45,Low,0,-3.0,1,0,0,2014-01-24 10:44:46,2014-01-25 04:52:46,False,True,False,False,False,False,True
31,25 - 45,Low,1,-1.0,1,0,0,2013-09-03 07:13:09,2013-09-04 12:44:15,False,False,False,False,False,True,False
32,25 - 45,High,11,-1.0,10,0,0,2013-09-19 02:19:06,2014-02-07 08:54:45,False,True,False,False,False,True,False
23,Less than 25,Low,2,-1.0,4,1,0,2013-02-05 11:15:36,2013-02-07 09:22:57,False,False,False,False,True,True,False
48,Greater than 45,Low,1,0.0,1,0,0,2013-01-31 02:01:00,2013-02-01 05:20:16,False,False,True,False,False,True,True
24,Less than 25,Low,0,0.0,2,0,0,2013-05-07 03:24:59,2013-05-08 03:17:44,False,True,False,False,False,True,True
23,Less than 25,Low,1,-1.0,2,0,0,2013-11-21 07:44:23,2013-11-22 05:14:14,False,True,False,False,False,True,True
31,25 - 45,Medium,1,-1.0,6,0,0,2013-09-21 07:38:34,2014-01-16 12:08:33,False,False,True,False,False,True,True
23,Less than 25,High,0,-1.0,9,0,0,2013-01-19 07:06:05,2013-01-20 12:29:47,False,True,False,False,False,True,True
37,25 - 45,Low,0,-1.0,3,0,0,2014-01-05 06:54:49,2014-01-07 03:15:44,False,True,False,False,False,True,True
39,25 - 45,Low,1,-1.0,2,0,0,2013-03-06 10:19:56,2013-03-07 01:54:02,False,False,False,False,False,False,False
31,25 - 45,High,10,-3.0,8,0,0,2014-02-07 03:57:04,2014-02-08 09:36:26,False,False,False,False,False,False,False
43,25 - 45,Low,0,-1.0,1,0,0,2013-04-30 03:49:28,2013-05-01 10:14:34,False,False,False,False,False,False,True
58,Greater than 45,Low,3,-18.0,1,0,0,2014-02-01 02:52:11,2014-02-19 11:14:31,False,False,False,False,False,False,True
25,25 - 45,Low,0,-1.0,3,1,0,2013-03-16 09:16:46,2013-03-17 02:17:18,False,False,False,False,False,True,True
57,Greater than 45,Low,6,-23.0,2,0,0,2013-09-02 03:00:19,2013-09-03 07:50:44,False,True,False,False,False,True,False
35,25 - 45,Low,7,-1.0,4,0,0,2013-05-09 11:20:35,2013-06-07 09:22:48,False,False,False,False,False,True,False
27,25 - 45,Low,1,-1.0,1,0,0,2013-11-25 12:24:22,2013-11-26 08:18:25,False,False,False,False,False,True,True
55,Greater than 45,Low,0,-1.0,1,0,0,2014-01-20 03:07:14,2014-01-21 01:35:53,False,False,True,False,False,False,True
25,25 - 45,Low,1,-1.0,4,1,1,2013-01-03 09:57:32,2013-01-04 01:36:49,False,False,False,False,False,True,False
35,25 - 45,Medium,9,-1.0,6,0,0,2013-11-25 04:37:30,2013-11-26 08:46:49,False,False,False,False,False,True,False
35,25 - 45,Medium,4,0.0,5,0,0,2013-05-09 02:12:42,2013-05-10 12:01:27,False,False,False,False,False,True,True
31,25 - 45,Medium,0,0.0,7,0,0,2014-01-22 12:19:55,2014-01-22 08:35:10,False,True,False,False,False,True,False
34,25 - 45,Low,2,0.0,3,1,0,2013-04-27 02:33:25,2013-04-27 07:29:37,False,False,True,False,False,True,True
67,Greater than 45,Low,1,-1.0,3,0,0,2013-04-05 11:40:27,2013-04-06 01:11:53,False,True,False,False,False,True,False
46,Greater than 45,Low,0,0.0,1,0,0,2013-02-11 06:08:31,2013-02-11 07:34:54,False,True,False,False,False,False,False
32,25 - 45,Low,4,0.0,3,0,0,2013-03-08 12:04:54,2013-03-08 02:03:36,False,False,False,False,True,True,False
40,25 - 45,Low,0,-1.0,2,0,0,2013-03-08 09:44:15,2013-03-09 01:22:15,False,True,False,False,False,True,False
28,25 - 45,Low,1,-1.0,3,1,1,2014-03-02 04:53:07,2014-03-03 08:04:38,False,False,False,False,True,True,False
30,25 - 45,High,0,0.0,8,0,0,2013-02-13 04:01:09,2013-02-13 08:39:18,False,True,False,False,False,False,True
26,25 - 45,High,0,-6.0,9,0,0,2013-09-13 01:13:58,2013-09-19 11:14:04,False,False,False,False,False,False,True
21,Less than 25,Medium,1,-1.0,5,0,0,2013-11-11 09:30:11,2013-11-27 05:46:00,False,False,False,False,False,True,True
57,Greater than 45,Low,19,-1.0,3,0,0,2014-03-21 06:27:23,2014-03-22 08:09:32,False,False,False,False,False,True,False
23,Less than 25,High,3,-1.0,9,0,0,2013-01-30 10:05:42,2013-03-05 01:14:58,False,False,False,False,False,True,False
31,25 - 45,Low,1,-14.0,1,0,0,2013-10-22 11:46:11,2013-11-05 11:20:18,False,False,False,False,False,True,False
37,25 - 45,Medium,3,-1.0,7,0,0,2014-01-08 07:01:21,2014-02-05 10:16:46,False,False,False,False,False,False,False
51,Greater than 45,Low,17,0.0,4,0,0,2013-10-23 02:05:52,2013-10-23 07:52:30,False,False,False,False,False,True,True
30,25 - 45,High,4,-1.0,10,0,0,2013-09-26 07:37:18,2013-11-19 09:00:53,False,False,False,False,False,True,True
21,Less than 25,Low,0,-1.0,4,0,0,2013-12-26 06:13:31,2013-12-27 07:35:30,False,False,False,False,False,False,True
21,Less than 25,Medium,0,-3.0,5,0,0,2013-07-12 04:10:13,2013-07-13 01:26:10,False,False,True,False,False,True,False
34,25 - 45,Low,0,-1.0,1,0,0,2013-01-28 01:41:49,2013-05-24 07:34:24,False,True,False,False,False,True,False
36,25 - 45,Low,0,-1.0,1,0,0,2013-11-19 06:28:12,2013-12-14 04:30:00,False,True,False,False,False,True,False
26,25 - 45,Low,0,-1.0,4,0,0,2013-12-20 03:42:01,2013-12-21 01:56:09,False,False,False,False,False,False,False
22,Less than 25,Medium,1,-23.0,6,0,0,2013-06-09 02:13:11,2013-06-11 01:19:51,False,True,False,False,False,False,False
25,25 - 45,Medium,0,0.0,5,0,0,2013-10-28 04:36:41,2013-10-29 02:20:00,False,True,False,False,False,False,False
35,25 - 45,High,22,0.0,10,1,1,2013-01-22 04:07:47,2013-01-24 05:56:12,False,False,False,False,False,True,False
39,25 - 45,Low,0,-1.0,1,0,0,2013-05-23 08:14:20,2013-05-24 11:46:12,False,False,False,False,True,False,False
25,25 - 45,Low,0,0.0,4,0,0,2013-08-11 04:08:29,2013-08-12 02:12:13,False,True,False,False,False,False,True
27,25 - 45,High,11,-1.0,8,0,0,2013-08-25 08:21:11,2013-08-30 04:19:35,False,False,False,False,False,True,False
27,25 - 45,Medium,8,0.0,7,1,1,2013-08-30 12:08:49,2013-08-31 04:11:35,False,False,False,False,False,True,True
34,25 - 45,Medium,4,-1.0,5,0,0,2013-03-31 07:55:05,2013-04-01 03:57:54,False,True,False,False,False,True,False
29,25 - 45,Low,0,-1.0,3,0,0,2013-04-16 11:04:17,2013-06-03 09:05:35,False,False,False,False,True,False,False
57,Greater than 45,Medium,8,-1.0,5,1,1,2013-07-31 05:54:37,2013-11-08 03:35:51,False,False,False,False,False,True,False
42,25 - 45,Medium,0,-1.0,5,0,0,2013-10-18 10:21:40,2013-10-19 08:50:58,False,False,False,False,False,True,False
28,25 - 45,Low,0,-1.0,2,0,0,2013-04-25 09:33:39,2013-04-26 08:16:52,False,True,False,False,False,False,True
38,25 - 45,Low,2,-1.0,1,0,0,2013-08-10 01:32:23,2013-08-11 07:07:19,False,True,False,False,False,True,True
30,25 - 45,Low,4,0.0,2,0,0,2013-03-05 04:44:39,2013-03-05 01:41:22,False,False,False,False,False,True,False
21,Less than 25,Medium,1,-1.0,7,0,0,2014-01-27 07:40:16,2014-01-28 01:36:11,False,False,False,False,False,True,False
24,Less than 25,Low,0,-2.0,4,0,0,2013-09-30 07:53:28,2013-10-01 02:11:36,False,True,False,False,False,False,False
