age,age_cat,score_text,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,sex_Male,c_charge_degree_M
33,25 - 45,Low,1,-4.0,4,0,0,2013-03-03 01:55:16,2013-03-06 07:18:53,False,True,False,False,False,True,False
36,25 - 45,Medium,11,-1.0,7,1,0,2013-01-14 06:43:21,2013-01-15 03:48:05,False,False,False,False,False,True,False
25,25 - 45,Medium,2,-1.0,7,1,1,2014-10-19 09:45:50,2014-12-08 08:36:29,False,False,False,False,False,True,False
32,25 - 45,Low,1,-1.0,2,0,0,2013-12-12 03:30:30,2013-12-14 04:07:22,False,True,False,False,False,False,False
50,Greater than 45,Low,1,-4.0,1,0,0,2013-12-26 09:12:06,2013-12-28 02:38:17,False,True,False,False,False,True,False
36,25 - 45,Medium,6,-1.0,5,0,0,2013-01-04 03:10:09,2013-03-29 10:22:04,False,False,False,False,False,True,False
55,Greater than 45,Low,0,-1.0,1,0,0,2013-12-06 11:16:06,2013-12-07 07:45:33,False,True,False,False,False,True,True
25,25 - 45,Low,0,-1.0,2,0,0,2014-02-13 08:49:07,2014-02-14 01:09:30,False,False,False,False,False,True,True
27,25 - 45,High,9,-1.0,10,1,1,2013-02-05 11:27:02,2015-04-16 06:28:26,False,False,False,False,False,True,False
38,25 - 45,Low,0,-1.0,1,0,0,2013-11-02 06:52:51,2013-11-03 04:33:47,False,False,True,False,False,False,False
29,25 - 45,Medium,12,0.0,6,1,1,2013-02-07 02:34:03,2013-03-18 05:25:27,False,True,False,False,False,True,True
34,25 - 45,Low,5,0.0,2,1,0,2013-02-02 03:10:41,2013-02-03 07:07:09,False,True,False,False,False,True,False
27,25 - 45,Medium,1,-1.0,6,1,1,2014-12-02 03:23:28,2014-12-16 09:24:24,False,True,False,False,False,True,False
20,Less than 25,High,0,-1.0,10,1,1,2014-08-18 05:35:24,2014-08-19 01:42:04,False,False,False,False,False,True,False
29,25 - 45,Low,0,-1.0,2,0,0,2013-04-24 05:48:18,2013-04-25 11:01:14,False,False,False,False,False,True,False
46,Greater than 45,Medium,26,-1.0,7,1,1,2014-07-12 05:40:22,2014-12-26 07:56:44,False,True,False,False,False,True,False
36,25 - 45,High,1,-8.0,10,1,1,2014-12-03 12:46:36,2015-01-12 09:14:40,False,False,True,False,False,True,True
32,25 - 45,High,17,-1.0,8,1,1,2013-05-23 11:50:59,2013-09-13 09:09:15,False,False,False,False,False,True,False
23,Less than 25,Low,0,-1.0,2,0,0,2014-01-13 09:16:26,2014-01-18 09:53:52,False,True,False,False,False,True,False
67,Greater than 45,Medium,4,-1.0,7,1,1,2014-06-14 11:48:52,2014-07-12 08:22:27,False,False,False,False,False,True,True
26,25 - 45,Low,1,0.0,3,1,1,2013-03-06 03:03:03,2013-03-06 06:33:05,False,False,False,False,False,True,True
39,25 - 45,Low,1,-1.0,4,0,0,2013-09-08 04:59:45,2013-10-17 09:28:05,False,True,False,False,False,False,False
31,25 - 45,Medium,15,-1.0,5,1,0,2013-03-17 09:02:33,2013-07-31 08:23:26,False,False,False,False,False,True,False
39,25 - 45,High,21,-1.0,10,1,1,2014-08-26 11:59:56,2014-08-27 04:21:26,False,False,False,False,False,True,False
29,25 - 45,Medium,6,-3.0,5,1,1,2013-06-07 12:58:38,2013-06-08 07:37:28,False,True,False,False,False,True,False
28,25 - 45,High,18,-1.0,10,1,1,2013-03-09 08:14:54,2013-03-21 09:56:34,False,False,False,False,False,True,False
51,Greater than 45,Medium,8,-1.0,6,1,1,2013-02-04 05:27:16,2013-02-05 01:48:26,False,False,False,False,False,True,True
21,Less than 25,Low,0,-1.0,3,1,1,2014-08-06 08:12:37,2014-08-08 04:02:26,False,False,True,False,False,True,False
49,Greater than 45,Low,0,-1.0,1,0,0,2013-11-03 02:19:59,2013-11-04 01:27:56,False,True,False,False,False,True,False
34,25 - 45,Low,2,0.0,2,1,0,2014-01-31 12:35:27,2014-02-26 05:50:20,False,False,False,False,False,True,True
33,25 - 45,High,5,-1.0,9,1,1,2014-04-15 01:07:07,2014-04-16 08:49:40,False,False,False,False,False,True,True
28,25 - 45,Low,0,-1.0,4,1,1,2014-05-06 11:30:40,2014-05-07 09:38:32,False,False,False,False,True,False,True
35,25 - 45,Low,5,-1.0,3,0,0,2013-02-10 07:44:42,2013-02-11 07:04:44,False,False,False,False,False,True,False
37,25 - 45,Low,0,-1.0,1,0,0,2013-12-08 01:55:28,2013-12-09 02:00:59,False,False,False,False,True,False,True
48,Greater than 45,Low,1,0.0,1,0,0,2013-02-21 12:21:36,2013-02-22 01:04:45,False,True,False,False,False,False,True
33,25 - 45,Medium,3,-1.0,5,1,1,2014-06-27 02:26:44,2014-07-01 01:30:18,False,False,False,False,False,True,False
29,25 - 45,Low,0,-1.0,2,0,0,2013-10-26 05:21:11,2013-10-28 03:08:35,False,True,False,False,False,False,True
30,25 - 45,Low,6,-1.0,3,1,0,2013-02-15 04:08:23,2013-02-16 01:20:46,True,False,False,False,False,True,True
66,Greater than 45,Low,0,-1.0,1,0,0,2014-01-31 03:48:54,2014-02-01 10:09:47,False,True,False,False,False,True,False
25,25 - 45,Low,1,0.0,3,0,0,2013-08-07 04:39:32,2013-08-07 08:25:38,False,False,False,False,False,True,False
47,Greater than 45,Low,1,-1.0,1,0,0,2014-01-23 06:45:57,2014-01-24 11:04:07,False,True,False,False,False,True,False
52,Greater than 45,High,2,0.0,9,1,1,2013-12-04 04:38:52,2013-12-09 03:02:11,False,True,False,False,False,True,False
21,Less than 25,Medium,0,-1.0,6,1,1,2013-09-04 05:23:30,2013-09-05 07:35:31,False,False,False,True,False,True,True
51,Greater than 45,Low,2,0.0,1,0,0,2014-03-17 06:13:55,2014-03-17 08:07:49,False,False,True,False,False,False,True
34,25 - 45,Medium,3,-1.0,6,1,1,2014-06-12 07:33:59,2014-06-13 01:37:50,False,False,False,False,False,True,False
31,25 - 45,High,6,0.0,8,0,0,2013-10-11 04:20:25,2013-10-11 08:02:17,False,False,False,False,False,True,False
31,25 - 45,Low,6,-1.0,4,0,0,2013-10-03 02:21:05,2013-10-06 04:02:00,False,True,False,False,False,True,False
26,25 - 45,Medium,2,0.0,5,0,0,2013-04-29 12:10:42,2013-04-29 06:51:38,False,True,False,False,False,True,False
38,25 - 45,Low,4,0.0,3,0,0,2014-02-06 12:36:29,2014-02-06 09:10:10,False,False,False,False,False,True,False
21,Less than 25,High,0,-1.0,8,0,0,2013-04-09 02:31:10,2013-04-11 05:08:54,False,False,False,False,False,True,False
36,25 - 45,High,1,-14.0,9,0,0,2013-02-08 07:10:53,2013-02-22 10:51:00,False,False,True,False,False,True,True
25,25 - 45,High,9,-1.0,9,1,1,2013-08-05 10:43:19,2013-11-01 10:33:06,False,True,False,False,False,True,False
37,25 - 45,Low,0,-1.0,1,0,0,2013-06-18 04:05:52,2013-06-19 10:46:07,False,False,False,False,False,False,False
36,25 - 45,High,1,-1.0,9,0,0,2013-03-15 02:14:16,2013-03-16 06:13:47,False,False,False,False,False,True,True
21,Less than 25,Medium,3,0.0,5,1,1,2013-05-15 12:34:33,2013-05-15 07:01:43,False,False,False,False,False,True,False
21,Less than 25,Low,0,-1.0,3,1,1,2013-03-15 04:47:34,2013-03-16 01:38:46,False,False,True,False,False,True,False
47,Greater than 45,Low,0,-1.0,1,0,0,2014-02-11 08:50:50,2014-02-12 08:19:27,False,True,False,False,False,True,True
41,25 - 45,Low,1,0.0,1,0,0,2013-05-08 10:07:34,2013-05-10 11:57:26,False,True,False,False,False,True,False
33,25 - 45,Low,0,-1.0,1,0,0,2014-03-08 01:34:03,2014-03-09 10:21:45,False,False,False,False,True,True,True
58,Greater than 45,Low,0,0.0,1,0,0,2014-01-31 01:07:44,2014-01-31 08:14:11,False,False,False,False,True,True,False
30,25 - 45,Medium,8,-1.0,6,1,0,2013-03-26 11:22:35,2013-03-27 07:44:38,False,False,False,False,False,True,False
25,25 - 45,Low,0,-1.0,2,0,0,2013-09-13 08:03:52,2013-09-14 07:39:15,False,False,False,False,False,False,True
33,25 - 45,High,9,-1.0,8,1,1,2014-04-18 07:56:19,2014-04-19 08:57:19,False,False,False,False,False,True,True
30,25 - 45,Low,1,-1.0,2,0,0,2013-10-16 08:02:20,2014-01-08 01:09:58,False,False,False,False,False,True,False
22,Less than 25,Medium,3,-1.0,6,1,0,2013-04-25 03:56:18,2013-08-31 05:22:10,False,False,False,False,False,True,False
23,Less than 25,Medium,0,0.0,6,0,0,2013-08-03 08:51:49,2013-08-04 08:17:42,False,True,False,False,False,True,True
27,25 - 45,High,3,-1.0,9,1,1,2013-12-23 08:37:44,2013-12-31 03:38:53,False,False,False,False,False,True,False
54,Greater than 45,Low,2,-1.0,1,1,0,2013-03-08 01:01:34,2013-04-16 01:26:45,False,True,False,False,False,True,True
46,Greater than 45,Low,0,0.0,2,0,0,2013-01-26 07:30:18,2013-01-27 08:32:51,False,False,False,False,False,True,True
29,25 - 45,Medium,7,-1.0,6,1,1,2014-11-17 08:35:35,2014-11-25 09:30:34,False,True,False,False,False,False,False
54,Greater than 45,High,28,-1.0,9,1,1,2014-06-28 10:26:07,2014-07-04 04:50:37,False,False,False,False,False,True,False
23,Less than 25,Medium,0,-1.0,6,0,0,2013-08-10 08:22:47,2013-08-22 05:29:02,False,True,False,False,False,False,False
25,25 - 45,Low,0,0.0,2,1,1,2014-12-10 01:56:11,2014-12-10 08:00:57,False,False,False,False,False,True,True
46,Greater than 45,Low,14,-1.0,3,1,1,2014-03-10 11:47:28,2014-03-11 10:29:27,False,True,False,False,False,True,False
28,25 - 45,Medium,7,-1.0,7,1,1,2014-11-09 06:35:17,2014-11-11 04:05:42,False,False,False,False,False,True,False
35,25 - 45,High,1,-1.0,9,1,1,2014-09-03 11:08:09,2014-11-22 04:31:47,False,False,False,False,False,True,True
61,Greater than 45,Low,5,-13.0,2,0,0,2013-01-11 04:45:49,2013-01-23 08:42:55,False,False,False,False,False,True,False
28,25 - 45,Medium,6,-1.0,5,1,1,2014-09-21 05:10:54,2014-09-26 09:57:45,False,False,False,False,False,True,True
25,25 - 45,Low,1,-1.0,3,0,0,2013-03-21 07:26:42,2013-03-22 10:25:37,False,False,False,False,True,True,False
36,25 - 45,High,10,-1.0,10,1,1,2013-03-08 10:20:39,2013-04-10 05:02:44,False,False,False,False,False,True,False
27,25 - 45,Low,0,-1.0,3,0,0,2013-01-09 04:23:59,2013-01-14 03:21:25,False,True,False,False,False,True,False
32,25 - 45,Low,0,-1.0,1,1,1,2013-11-24 05:49:46,2013-11-26 02:16:12,False,False,True,False,False,True,True
28,25 - 45,Low,1,-21.0,1,1,1,2014-02-27 01:06:00,2014-02-27 01:18:34,False,True,False,False,False,True,False
38,25 - 45,Low,5,-1.0,4,0,0,2013-12-12 06:13:20,2013-12-13 08:38:01,False,True,False,False,False,True,False
45,Greater than 45,High,15,-1.0,10,1,1,2013-10-15 05:37:57,2013-10-16 06:42:14,False,False,False,True,False,False,False
34,25 - 45,Low,0,-1.0,1,1,1,2013-03-29 07:55:48,2013-03-30 08:06:44,False,True,False,False,False,True,False
21,Less than 25,Medium,1,0.0,7,1,1,2013-03-21 12:18:03,2013-04-27 07:52:56,False,True,False,False,False,True,False
22,Less than 25,High,3,0.0,9,0,0,2013-04-04 07:34:43,2014-02-21 10:11:50,False,False,False,False,False,True,False
39,25 - 45,Low,1,-1.0,4,0,0,2013-03-06 11:23:53,2013-03-11 09:00:57,False,False,False,False,False,True,True
24,Less than 25,Medium,2,-1.0,6,0,0,2013-05-03 04:07:08,2013-06-05 01:25:37,False,True,False,False,False,True,False
44,25 - 45,Medium,2,-1.0,5,0,0,2013-09-15 02:38:49,2013-09-17 07:18:54,False,False,False,False,False,True,False
25,25 - 45,Low,1,-1.0,2,1,1,2013-02-08 11:08:45,2013-02-09 09:12:11,False,False,False,False,False,True,False
41,25 - 45,Low,0,-2.0,3,0,0,2013-07-13 07:47:49,2013-07-14 01:34:09,False,False,True,False,False,True,False
27,25 - 45,Medium,2,-1.0,7,1,1,2013-10-28 03:58:03,2014-07-01 06:15:45,False,False,False,False,False,True,False
20,Less than 25,Low,1,-1.0,4,1,1,2013-10-23 04:10:14,2013-10-24 09:34:30,False,False,False,False,False,True,False
55,Greater than 45,Low,0,-1.0,1,1,1,2014-02-14 09:24:35,2014-02-16 03:37:44,False,False,False,False,False,True,False
41,25 - 45,Medium,1,0.0,5,0,0,2013-11-29 02:47:41,2014-01-30 11:45:51,False,True,False,False,False,True,False
24,Less than 25,Medium,1,-1.0,7,1,1,2014-09-05 05:36:44,2014-09-06 09:48:48,False,False,False,False,False,True,False
42,25 - 45,Low,1,-3.0,2,0,0,2014-01-10 12:09:47,2014-01-10 07:57:22,False,True,False,False,False,True,True
27,25 - 45,Medium,4,-1.0,6,1,1,2014-02-16 09:44:54,2014-02-17 09:36:19,False,False,False,False,False,False,False
44,25 - 45,Medium,8,-1.0,5,1,1,2013-04-10 09:31:05,2013-04-15 09:09:29,False,True,False,False,False,True,True
27,25 - 45,Low,0,0.0,2,0,0,2013-08-03 07:19:15,2013-08-04 07:57:02,False,False,False,False,False,True,True
25,25 - 45,Medium,2,-27.0,5,1,1,2014-08-15 11:06:07,2014-08-16 08:22:20,False,False,False,False,False,True,True
28,25 - 45,Low,1,-1.0,3,1,1,2014-03-02 04:53:07,2014-03-03 08:04:38,False,False,False,False,True,True,False
47,Greater than 45,High,14,-1.0,9,1,1,2013-05-28 10:29:53,2013-05-29 01:39:49,False,False,False,False,False,True,False
20,Less than 25,Medium,1,-1.0,7,1,1,2013-12-16 12:57:43,2013-12-17 09:57:58,False,False,False,False,False,True,False
29,25 - 45,High,4,-1.0,8,1,0,2013-02-10 06:11:44,2013-05-01 08:08:58,False,False,False,False,False,True,False
30,25 - 45,High,18,-1.0,10,1,1,2013-03-15 10:23:36,2013-05-16 06:27:15,False,False,False,False,False,True,False
23,Less than 25,Medium,0,-1.0,5,0,0,2013-03-18 09:03:00,2013-03-20 10:13:45,False,False,False,False,False,True,False
31,25 - 45,Low,0,0.0,4,0,0,2013-04-26 12:08:59,2013-05-18 07:59:34,False,False,False,False,False,True,True
26,25 - 45,Low,0,-1.0,2,0,0,2014-02-04 03:22:51,2014-02-06 09:10:51,False,False,False,False,False,True,True
30,25 - 45,Low,0,-1.0,3,0,0,2013-11-19 07:21:09,2013-11-19 08:05:35,False,True,False,False,False,True,True
23,Less than 25,Low,0,-1.0,2,1,1,2014-03-03 03:40:05,2014-03-04 09:05:25,False,False,True,False,False,True,True
60,Greater than 45,Low,12,-1.0,3,0,0,2013-05-02 10:16:05,2013-05-03 12:40:40,False,False,False,False,False,True,False
23,Less than 25,Medium,1,0.0,5,0,0,2014-01-29 12:59:29,2014-01-29 07:47:45,False,False,False,False,False,False,True
24,Less than 25,Low,0,0.0,4,0,0,2013-09-04 01:32:50,2013-09-04 01:46:03,False,False,True,False,False,False,True
25,25 - 45,Low,1,-1.0,3,0,0,2013-09-28 10:45:05,2013-09-29 01:47:16,False,True,False,False,False,True,False
37,25 - 45,Low,3,-1.0,4,0,0,2014-01-03 11:40:02,2014-02-11 10:50:00,False,True,False,False,False,True,False
20,Less than 25,Low,0,-1.0,3,0,0,2014-01-10 04:49:46,2014-01-21 07:13:32,False,False,False,False,False,True,False
36,25 - 45,Low,2,-2.0,3,1,0,2013-03-02 08:36:51,2013-03-03 08:52:32,False,False,False,False,False,True,False
32,25 - 45,Low,2,-1.0,2,1,1,2014-10-30 06:31:31,2014-10-31 06:18:06,False,True,False,False,False,False,False
23,Less than 25,Medium,0,-1.0,7,0,0,2013-08-10 04:10:11,2013-08-12 07:20:06,False,False,False,False,False,True,False
33,25 - 45,Low,2,0.0,3,0,0,2013-10-08 02:14:25,2013-10-08 11:59:33,False,False,False,False,False,True,True
21,Less than 25,Medium,0,-1.0,7,1,1,2013-11-15 07:20:43,2013-11-17 02:45:00,False,False,False,False,False,True,False
53,Greater than 45,Low,0,0.0,1,0,0,2013-09-23 02:29:56,2013-09-23 08:46:28,False,False,False,False,False,False,False
47,Greater than 45,High,28,-1.0,9,1,1,2014-11-21 09:04:06,2014-12-25 06:41:19,False,True,False,False,False,True,False
25,25 - 45,Low,0,-1.0,2,1,1,2013-12-27 01:07:03,2014-01-17 09:38:34,False,True,False,False,False,True,True
23,Less than 25,High,6,-1.0,8,1,1,2014-09-16 03:31:41,2014-12-09 04:32:02,False,False,False,False,True,True,False
22,Less than 25,Medium,1,-1.0,7,0,0,2013-05-15 10:31:31,2014-01-07 05:52:28,False,True,False,False,False,True,False
43,25 - 45,Low,0,-1.0,1,0,0,2013-07-31 03:08:47,2013-08-02 04:52:57,False,True,False,False,False,True,False
26,25 - 45,High,6,-1.0,9,1,1,2013-08-05 04:37:34,2013-08-07 10:44:15,False,False,False,False,False,True,False
50,Greater than 45,Low,5,-1.0,1,1,1,2014-12-14 04:50:01,2014-12-15 06:38:00,False,True,False,False,False,True,False
67,Greater than 45,Low,1,-1.0,3,0,0,2013-04-05 11:40:27,2013-04-06 01:11:53,False,True,False,False,False,True,False
52,Greater than 45,Low,0,-1.0,1,0,0,2013-12-10 06:48:24,2013-12-11 01:30:42,False,True,False,False,False,True,True
29,25 - 45,Low,2,-1.0,4,0,0,2013-05-07 03:17:19,2013-05-10 09:37:44,False,False,False,False,False,True,True
22,Less than 25,High,1,-1.0,9,0,0,2013-11-18 05:01:48,2013-11-23 01:08:06,False,False,False,False,False,True,False
30,25 - 45,Low,0,0.0,1,1,1,2013-01-24 05:01:12,2013-01-24 08:21:12,False,False,False,False,False,True,True
61,Greater than 45,Low,0,-1.0,1,0,0,2014-03-30 03:50:52,2014-04-01 04:11:15,False,True,False,False,False,True,True
26,25 - 45,Medium,1,-1.0,6,1,1,2013-03-03 11:28:54,2013-04-02 09:22:27,False,False,False,False,False,True,True
36,25 - 45,Low,0,-1.0,1,0,0,2013-02-23 08:43:27,2013-02-24 06:58:35,False,True,False,False,False,True,False
30,25 - 45,Low,0,-1.0,1,0,0,2013-05-10 09:23:33,2013-05-11 06:40:57,False,True,False,False,False,True,True
53,Greater than 45,Low,1,-1.0,1,0,0,2013-12-21 05:26:48,2013-12-22 01:41:48,False,True,False,False,False,False,True
39,25 - 45,Low,1,-1.0,2,0,0,2013-03-06 10:19:56,2013-03-07 01:54:02,False,False,False,False,False,False,False
26,25 - 45,High,27,-1.0,9,1,1,2014-12-13 04:48:31,2014-12-23 05:37:09,False,False,False,False,False,True,True
31,25 - 45,Low,2,-1.0,1,0,0,2014-03-10 11:24:08,2014-03-12 03:59:12,False,True,False,False,False,False,False
48,Greater than 45,High,8,-1.0,9,1,1,2013-04-06 01:01:53,2013-04-17 05:13:28,False,False,False,False,False,True,False
40,25 - 45,Low,3,-1.0,2,0,0,2013-02-15 05:22:50,2013-02-16 07:12:34,False,False,False,False,False,True,False
22,Less than 25,High,0,0.0,8,0,0,2013-04-07 02:58:17,2013-04-08 03:59:46,False,True,False,False,False,True,False
45,Greater than 45,Low,0,0.0,1,0,0,2014-02-03 03:10:19,2014-02-03 01:15:51,False,False,False,False,True,True,True
45,Greater than 45,Low,11,-1.0,3,0,0,2013-12-14 09:06:52,2013-12-15 08:50:15,False,False,False,False,False,True,False
34,25 - 45,Medium,7,0.0,6,1,1,2013-04-20 01:50:04,2013-04-20 07:14:44,False,False,False,False,False,True,False
47,Greater than 45,Low,3,-1.0,3,1,1,2013-02-11 11:20:09,2013-02-24 07:36:15,False,True,False,False,False,True,True
22,Less than 25,Medium,0,0.0,6,0,0,2013-04-24 03:08:06,2013-04-24 08:19:38,False,False,True,False,False,False,False
48,Greater than 45,Low,0,-1.0,1,0,0,2013-09-15 12:13:53,2013-09-15 01:11:55,False,False,True,False,False,True,True
27,25 - 45,Medium,8,0.0,7,1,1,2013-08-30 12:08:49,2013-08-31 04:11:35,False,False,False,False,False,True,True
30,25 - 45,Low,0,-1.0,1,0,0,2013-01-24 01:38:57,2013-01-25 07:33:52,False,False,False,False,True,True,False
22,Less than 25,Medium,0,-2.0,7,1,1,2013-02-05 09:33:50,2013-02-06 10:01:51,False,True,False,False,False,False,False
30,25 - 45,High,11,-1.0,8,0,0,2013-04-30 09:54:32,2013-05-01 08:55:25,False,False,False,False,False,True,False
50,Greater than 45,Medium,9,-1.0,6,1,1,2013-10-29 07:43:01,2013-10-30 08:06:20,False,True,False,False,False,True,True
32,25 - 45,Medium,8,-8.0,5,1,1,2013-12-10 07:35:56,2013-12-17 07:46:09,False,False,True,False,False,False,True
22,Less than 25,High,0,-1.0,9,0,0,2013-02-26 04:51:22,2013-02-27 09:49:12,False,True,False,False,False,False,True
27,25 - 45,Low,2,0.0,3,0,0,2013-03-28 01:22:58,2013-03-28 08:31:54,False,False,False,False,False,True,False
35,25 - 45,Low,2,-1.0,3,0,0,2013-08-16 05:44:10,2013-08-17 07:39:31,False,False,False,False,False,True,False
21,Less than 25,Medium,0,-1.0,5,0,0,2013-03-30 09:16:53,2013-04-02 09:21:59,False,False,False,False,False,True,True
41,25 - 45,Medium,5,-1.0,5,0,0,2014-02-06 05:13:21,2014-02-07 01:43:46,False,False,False,False,False,True,True
57,Greater than 45,Low,1,-1.0,1,0,0,2013-02-06 04:49:40,2013-02-07 09:30:56,False,False,False,False,False,True,False
27,25 - 45,High,4,8.0,8,1,1,2013-08-27 12:17:52,2013-10-21 04:30:51,False,True,False,False,False,False,True
57,Greater than 45,Low,0,0.0,1,0,0,2013-09-20 12:53:41,2013-09-27 09:19:14,False,False,False,False,True,True,False
26,25 - 45,High,6,0.0,9,1,1,2013-03-23 03:31:15,2013-04-10 05:03:02,False,False,False,False,False,True,False
53,Greater than 45,Low,1,-10.0,1,0,0,2013-06-07 03:20:17,2013-06-08 05:43:33,False,True,False,False,False,True,True
62,Greater than 45,Low,0,-1.0,1,0,0,2013-10-04 03:37:56,2013-10-06 04:38:04,False,True,False,False,False,True,True
29,25 - 45,Low,2,-1.0,1,1,1,2013-08-20 12:16:57,2013-08-21 07:52:14,False,True,False,False,False,True,False
35,25 - 45,Medium,13,-1.0,7,0,0,2013-11-05 06:09:03,2013-11-09 09:07:35,False,False,True,False,False,True,False
34,25 - 45,Low,2,-1.0,3,0,0,2013-01-25 06:05:27,2013-01-26 09:13:23,False,True,False,False,False,False,False
34,25 - 45,Low,2,-1.0,2,0,0,2013-10-13 07:34:35,2013-10-14 10:04:31,False,False,False,False,False,True,False
26,25 - 45,Low,1,-1.0,2,0,0,2013-04-17 01:39:09,2013-04-18 07:32:53,False,True,False,False,False,True,True
41,25 - 45,Low,0,-1.0,1,0,0,2013-11-21 10:10:58,2013-11-22 09:18:22,False,False,False,False,False,False,True
22,Less than 25,Low,2,-1.0,4,1,1,2014-06-18 03:10:53,2014-06-19 08:48:00,False,False,False,False,False,True,True
36,25 - 45,Low,0,0.0,1,0,0,2013-01-29 04:06:41,2013-01-29 08:19:17,False,False,True,False,False,True,False
21,Less than 25,Medium,0,0.0,5,0,0,2013-03-01 12:01:48,2013-03-01 01:51:31,False,True,False,False,False,True,False
31,25 - 45,Low,1,-1.0,2,1,1,2014-04-02 07:34:34,2014-04-03 10:48:58,False,True,False,False,False,True,False
21,Less than 25,Medium,0,-1.0,5,0,0,2013-04-29 05:05:43,2013-04-30 01:18:50,False,True,False,False,False,False,True
31,25 - 45,High,0,-1.0,10,0,0,2013-05-23 07:29:12,2013-08-12 07:13:27,False,False,True,False,False,True,False
24,Less than 25,Medium,0,-1.0,5,0,0,2013-12-13 03:20:31,2013-12-14 01:25:18,False,True,False,False,False,False,False
39,25 - 45,Low,2,0.0,4,0,0,2013-12-22 12:50:58,2013-12-22 08:44:32,False,True,False,False,False,True,True
32,25 - 45,Medium,3,-1.0,7,1,1,2013-01-01 07:06:35,2013-01-09 08:36:21,False,False,False,False,False,True,False
25,25 - 45,High,14,-1.0,10,1,1,2013-09-21 05:23:05,2013-12-13 05:27:00,False,False,False,False,False,True,False
35,25 - 45,Medium,0,-1.0,7,1,1,2013-10-26 03:12:39,2013-10-27 08:21:18,False,False,False,False,False,True,False
43,25 - 45,Low,0,-1.0,1,0,0,2013-04-30 03:49:28,2013-05-01 10:14:34,False,False,False,False,False,False,True
42,25 - 45,Medium,0,0.0,5,0,0,2013-12-15 06:01:30,2013-12-15 08:40:14,False,True,False,False,False,True,False
51,Greater than 45,Low,0,-1.0,1,0,0,2013-08-11 08:16:15,2013-08-12 07:21:52,False,True,False,False,False,True,True
53,Greater than 45,Low,0,0.0,1,0,0,2013-01-18 04:05:07,2013-01-18 08:05:05,False,True,False,False,False,False,True
30,25 - 45,Medium,1,0.0,7,0,0,2013-03-02 01:19:52,2013-05-11 04:23:17,False,False,False,False,False,True,False
44,25 - 45,High,1,-1.0,8,0,0,2013-10-03 06:09:07,2013-10-04 08:07:14,False,True,False,False,False,True,False
26,25 - 45,High,1,0.0,9,0,0,2013-03-20 12:31:18,2013-03-20 08:23:50,False,False,False,False,False,True,False
37,25 - 45,High,0,-1.0,9,0,0,2013-10-29 08:50:13,2013-10-30 08:06:26,False,False,False,False,False,True,False
41,25 - 45,Low,7,0.0,4,1,1,2013-04-23 01:10:40,2013-04-24 04:01:56,False,False,False,False,False,False,False
25,25 - 45,High,11,-1.0,9,1,1,2013-09-30 11:08:21,2013-10-30 01:41:59,False,False,False,False,False,True,True
38,25 - 45,Low,4,-1.0,1,1,0,2013-03-30 10:14:17,2013-03-31 06:37:54,False,False,False,False,False,True,True
61,Greater than 45,Low,14,-1.0,2,1,0,2013-10-22 07:34:15,2013-10-23 07:47:51,False,False,False,False,False,True,True
46,Greater than 45,Low,0,-1.0,1,0,0,2013-12-25 09:48:26,2013-12-26 01:21:51,True,False,False,False,False,True,True
28,25 - 45,Low,0,-1.0,3,0,0,2013-10-20 09:56:04,2013-10-21 09:59:59,False,False,False,False,False,False,True
32,25 - 45,Low,2,-1.0,2,0,0,2013-08-09 11:28:35,2013-08-11 03:36:21,False,False,False,False,False,True,True
31,25 - 45,High,9,0.0,8,1,1,2013-10-08 04:59:26,2013-10-09 09:06:32,False,True,False,False,False,True,True
34,25 - 45,Low,0,-1.0,4,0,0,2014-01-04 11:00:17,2014-01-05 08:05:12,False,True,False,False,False,True,True
41,25 - 45,High,9,-1.0,9,1,0,2013-02-17 06:51:32,2013-02-18 06:40:08,False,False,False,False,False,True,True
25,25 - 45,High,1,0.0,9,0,0,2013-02-08 03:23:59,2013-04-08 04:29:04,False,True,False,False,False,True,False
32,25 - 45,Low,4,0.0,4,1,1,2014-10-21 12:04:06,2014-12-05 11:33:35,False,False,False,False,False,True,False
30,25 - 45,High,2,-1.0,9,0,0,2014-02-08 06:04:28,2014-02-14 06:14:23,False,True,False,False,False,True,True
57,Greater than 45,Low,0,-2.0,1,0,0,2013-02-27 09:46:46,2013-02-27 07:21:49,False,True,False,False,False,True,False
66,Greater than 45,Low,1,-1.0,1,0,0,2013-01-12 02:09:03,2013-01-31 09:56:14,False,True,False,False,False,True,True
29,25 - 45,Low,0,-1.0,2,0,0,2013-02-04 10:30:41,2013-02-06 08:54:44,False,False,False,False,True,True,False
47,Greater than 45,Low,4,0.0,3,0,0,2013-03-30 03:56:44,2013-03-30 07:56:58,False,False,False,False,False,True,False
54,Greater than 45,Low,0,0.0,1,0,0,2013-02-11 12:00:23,2013-02-11 07:22:50,False,False,False,False,True,True,True
24,Less than 25,Medium,5,-1.0,7,1,1,2014-07-14 05:11:29,2014-07-15 08:15:45,False,False,False,False,False,True,False
22,Less than 25,Medium,1,0.0,5,0,0,2013-12-05 12:27:40,2013-12-14 11:44:15,False,True,False,False,False,True,True
